label,soil_type,water_source_type,growth_stage,n_scaled,p_scaled,k_scaled,temperature_scaled,humidity_scaled,ph_scaled,rainfall_scaled,soil_moisture_scaled,sunlight_exposure_scaled,wind_speed_scaled,co2_concentration_scaled,organic_matter_scaled,irrigation_frequency_scaled,crop_density_scaled,pest_pressure_scaled,fertilizer_usage_scaled,urban_area_proximity_scaled,frost_risk_scaled,water_usage_efficiency_scaled,thi_scaled,vpd_scaled,gdd_scaled,smd_scaled,n_ratio_scaled,p_ratio_scaled,k_ratio_scaled,growth_stage_norm,soil_water_retention,soil_nutrient_retention,water_reliability,water_quality,opt_temp,opt_humidity,opt_moisture,opt_rainfall,opt_ph,opt_sunlight,stress_tol,growth_rate,water_need,vpd_tolerance,fertility_need,i1_nutrient_level_balance,i2_soil_context,i3_atmospheric_support,i4_atmospheric_stress,i5_water_support,i6_water_deficit,i7_growth_readiness,i8_biotic_env_stress,i9_management_context
rice,2,3,1,0.6428571428571428,0.2642857142857143,0.19,0.3458861351730654,0.7902668315256756,0.4662636371578488,0.6564577820612741,0.972373745873412,0.5259615233386303,0.5056429294409053,0.8562439294010717,0.2354271929485525,0.6000000000000001,0.4497803852086202,0.5760045525694651,0.9212990793954314,0.0540649564970564,0.9568850139949168,0.0478562768083734,0.3278750396671352,0.1084880789469863,0.3230760034855673,0.04152462484389,0.6992805755366085,0.2667564600085597,0.2125827096643184,0.3333333333333333,0.7,0.7,0.65,0.7,0.4265060246631894,0.79341738242111,0.4581816635809897,0.7758963117710854,0.4542091596412176,0.5528273094855538,0.510234184563684,0.4065072541083403,0.4581816635809897,0.8723883459609804,0.3808498963815172,0.5393828080025096,0.5872002289883225,0.9454032489951879,0.23628299439318218,0.7218752058122573,0.18906579320128797,0.38056969029907395,0.7283567371396458,0.48768201794624394
rice,3,2,1,0.6071428571428571,0.3785714285714285,0.18,0.3714448905216465,0.770632850772957,0.5494802634661211,0.7416745925400796,0.1415329394188251,0.1078028873509373,0.6026077804297031,0.514592205134595,0.1265674139000582,0.6000000000000001,0.7870165121576491,0.7473932462328421,0.1385680550510688,0.0939817434008433,0.7728624227964218,0.1878750560173535,0.3500141846053805,0.1253134658456859,0.3495260387880201,0.8630934670102143,0.6281279324357563,0.3613714700555567,0.1840810802266558,0.3333333333333333,0.9,0.8,0.75,0.9,0.4265060246631894,0.79341738242111,0.4581816635809897,0.7758963117710854,0.4542091596412176,0.5528273094855538,0.510234184563684,0.4065072541083403,0.4581816635809897,0.8723883459609804,0.3808498963815172,0.5712717688619036,0.5914329920237213,0.7714670309753031,0.25186880712796017,0.7033102429496625,0.5959286563927664,0.33924178361257806,0.757580916858274,0.11627489922595605
rice,2,2,1,0.4285714285714285,0.3571428571428571,0.195,0.4068538975127376,0.7939766359872729,0.6742187657204011,0.8757103904101947,0.9682607648904232,0.6973231962603521,0.452685961367133,0.0741783846401853,0.0524234782608722,0.0,0.51054362414349,0.0099691553585197,0.9465448870023192,0.6085925458129404,0.1815498251896908,0.5089918599633212,0.3859677618325044,0.1213326344640741,0.3861698217956752,0.0455432736538294,0.5130989547933031,0.3999817688037223,0.251204615073433,0.3333333333333333,0.7,0.7,0.75,0.9,0.4265060246631894,0.79341738242111,0.4581816635809897,0.7758963117710854,0.4542091596412176,0.5528273094855538,0.510234184563684,0.4065072541083403,0.4581816635809897,0.8723883459609804,0.3808498963815172,0.5602487243917318,0.5870333526370508,0.811742540126912,0.264657905466165,0.7180202439833349,0.17627605004675465,0.3935380408673812,0.07860142329098814,0.7775687164076298
rice,3,3,3,0.5285714285714286,0.2142857142857143,0.175,0.5069013976025663,0.7687514436037337,0.5405078809463393,0.7999054664892735,0.8102431506135201,0.432450847706749,0.398267321023545,0.1369524812788243,0.8214799307826999,0.0,0.3910816347914114,0.2406684178252791,0.0370656171575465,0.2169778685657268,0.8284469590338063,0.0678930394345485,0.476451740361207,0.1677359869438024,0.4897061588828021,0.2097202796489208,0.6752933223794768,0.2603403899602158,0.2409023966860811,1.0,0.9,0.8,0.65,0.7,0.4265060246631894,0.79341738242111,0.4581816635809897,0.7758963117710854,0.4542091596412176,0.5528273094855538,0.510234184563684,0.4065072541083403,0.4581816635809897,0.8723883459609804,0.3808498963815172,0.5094099110249067,0.7013628611721746,0.804144837072025,0.3194128378695374,0.7293348221908564,0.25157340334405487,0.6143617239173541,0.47577983430869,0.12702174286163664
rice,2,3,2,0.5571428571428572,0.2642857142857143,0.185,0.3243775900369073,0.7856255161385323,0.6412913769420499,0.8712307343962911,0.9118023998998877,0.4463024374602511,0.9636209162308792,0.6036533217374203,0.4667233328536913,0.4000000000000001,0.5905292620654987,0.3879442556267329,0.9017009383928344,0.9439457941779704,0.2543642295887182,0.3946321126889875,0.3071677992745673,0.1058741116689786,0.3008174165396518,0.1007067529450607,0.6546762589870327,0.2909824398860801,0.2294496471103001,0.6666666666666666,0.7,0.7,0.65,0.7,0.4265060246631894,0.79341738242111,0.4581816635809897,0.7758963117710854,0.4542091596412176,0.5528273094855538,0.510234184563684,0.4065072541083403,0.4581816635809897,0.8723883459609804,0.3808498963815172,0.5324894537543645,0.6487114949429327,0.876004039694493,0.22695451132495192,0.7206261237208353,0.22161596365693184,0.43500018667280504,0.334512245211527,0.9228233662854024
rice,3,3,3,0.4928571428571428,0.2285714285714286,0.185,0.4083916263333298,0.8062177449543491,0.5549787519923273,0.8293324448982635,0.6803408146534475,0.8401687154480515,0.1363760415901592,0.787404270118734,0.5507765700209396,0.8,0.5655404566301263,0.8207984144387196,0.5723297748815384,0.843253177367727,0.4341381090917345,0.1881113462828659,0.3889117627234408,0.1144921640160532,0.3877611739971242,0.3366432753966244,0.633919891104844,0.2793353341732319,0.2599889183521817,1.0,0.9,0.8,0.65,0.7,0.4265060246631894,0.79341738242111,0.4581816635809897,0.7758963117710854,0.4542091596412176,0.5528273094855538,0.510234184563684,0.4065072541083403,0.4581816635809897,0.8723883459609804,0.3808498963815172,0.5176730640280645,0.6600762453967313,0.8732738085967932,0.2630993176433312,0.7747767262699453,0.3213810510052919,0.5525121559315596,0.6661342922999256,0.7077914761246327
rice,2,3,1,0.4928571428571428,0.3571428571428571,0.165,0.3983711798293118,0.7976938172769268,0.3415144311123298,0.9021542316518836,0.2658225299131557,0.533040529039186,0.2357441289992752,0.4832383546634684,0.7098838267011597,0.0,0.5661501675761842,0.4880299973849888,0.4738107663060919,0.0315045067710278,0.5001289041431637,0.5430274764199685,0.3783650099271022,0.1170261966419459,0.3773912964282492,0.7318709247473971,0.579136690642375,0.3919240227148499,0.1987026257218384,0.3333333333333333,0.7,0.7,0.65,0.7,0.4265060246631894,0.79341738242111,0.4581816635809897,0.7758963117710854,0.4542091596412176,0.5528273094855538,0.510234184563684,0.4065072541083403,0.4581816635809897,0.8723883459609804,0.3808498963815172,0.5529355462426052,0.6456484015423669,0.9070401569014923,0.25989422957515285,0.636176883019526,0.568756258148217,0.38212457547387796,0.4928695600882588,0.2526576365385599
rice,3,1,1,0.6714285714285714,0.3428571428571428,0.175,0.3286120109658345,0.8006646625084191,0.3442859023549095,0.7967086172840259,0.5412835179527657,0.8181553908769346,0.3314261701524279,0.2985096987996156,0.0265359559683628,0.6000000000000001,0.2420187366245913,0.8013320304158578,0.9716502389385276,0.2880986119486868,0.1805267709546623,0.545036088686065,0.3123953028990446,0.0993459786803076,0.3051994993730314,0.4725112607364156,0.683491709305965,0.32137702591562,0.1729704928508052,0.3333333333333333,0.9,0.8,0.85,0.8,0.4265060246631894,0.79341738242111,0.4581816635809897,0.7758963117710854,0.4542091596412176,0.5528273094855538,0.510234184563684,0.4065072541083403,0.4581816635809897,0.8723883459609804,0.3808498963815172,0.5619395073153202,0.5168594792971083,0.7839980062714943,0.22643425957927446,0.7791579585858006,0.36610844294217704,0.4054771611472907,0.5530099266313796,0.6298744254436073
rice,2,3,3,0.6357142857142857,0.35,0.165,0.4502234639412419,0.808143680462121,0.4946231293342242,0.7552931093745895,0.8319179309335458,0.9440862637912764,0.3655376537472471,0.96348374238626,0.8690384474792405,0.2,0.4174925466154464,0.8988085259815196,0.1551488845896892,0.9629154487026734,0.98418590380882,0.1323831233255079,0.4290676099995004,0.123752201976434,0.4310517633237741,0.1787590530825962,0.6685877817067716,0.3401448087460427,0.1680405408582432,1.0,0.7,0.7,0.65,0.7,0.4265060246631894,0.79341738242111,0.4581816635809897,0.7758963117710854,0.4542091596412176,0.5528273094855538,0.510234184563684,0.4065072541083403,0.4581816635809897,0.8723883459609804,0.3808498963815172,0.557967695280447,0.6925483586179251,0.8663480687725538,0.2828656717379074,0.7119799152088034,0.2645447287325764,0.5898710486980892,0.9329594771124399,0.5590321666461813
rice,3,2,1,0.4857142857142857,0.3785714285714285,0.165,0.4131527742551885,0.8022877900557605,0.4403347114600756,0.7221079889797883,0.7181776468026104,0.2020567845561875,0.770094531141379,0.2740228735441072,0.3599526120539071,0.0,0.4592252043379075,0.2652054267962462,0.1507737404628866,0.9130574342093926,0.6334268654110007,0.8973036795268461,0.3929642500347802,0.1179934736664631,0.3926883517448604,0.2996742397708842,0.5637831198410398,0.4097261029889265,0.1951404708050996,0.3333333333333333,0.9,0.8,0.75,0.9,0.4265060246631894,0.79341738242111,0.4581816635809897,0.7758963117710854,0.4542091596412176,0.5528273094855538,0.510234184563684,0.4065072541083403,0.4581816635809897,0.8723883459609804,0.3808498963815172,0.5548703432566556,0.6134942464474908,0.7796486965217432,0.2661208364280309,0.7188395397977896,0.2860480814111348,0.4035172893204334,0.41249400224214805,0.5319155873361396
